starttime	seconds	ctime	dtime	ttime	wait
Fri Aug 09 09:11:28 2024	1723187488	6	1881	1886	1657
Fri Aug 09 09:11:28 2024	1723187488	6	1883	1889	1693
Fri Aug 09 09:11:28 2024	1723187488	7	1883	1889	1656
Fri Aug 09 09:11:28 2024	1723187488	5	1886	1891	1395
Fri Aug 09 09:11:42 2024	1723187502	0	1893	1893	1666
Fri Aug 09 09:11:31 2024	1723187491	1	1893	1894	1763
Fri Aug 09 09:11:38 2024	1723187498	0	1896	1896	1894
Fri Aug 09 09:11:28 2024	1723187488	7	1890	1896	1773
Fri Aug 09 09:11:45 2024	1723187505	0	1896	1896	1854
Fri Aug 09 09:11:44 2024	1723187504	0	1898	1898	1718
Fri Aug 09 09:11:42 2024	1723187502	0	1898	1899	1827
Fri Aug 09 09:11:32 2024	1723187492	0	1899	1900	1416
Fri Aug 09 09:11:44 2024	1723187504	0	1901	1901	1559
Fri Aug 09 09:11:44 2024	1723187504	0	1901	1901	1560
Fri Aug 09 09:11:36 2024	1723187496	0	1903	1903	1902
Fri Aug 09 09:11:44 2024	1723187504	0	1904	1904	1800
Fri Aug 09 09:11:49 2024	1723187509	0	1907	1907	1195
Fri Aug 09 09:11:46 2024	1723187506	0	1907	1907	1809
Fri Aug 09 09:11:31 2024	1723187491	0	1907	1907	1436
Fri Aug 09 09:11:33 2024	1723187493	0	1912	1912	1783
Fri Aug 09 09:11:30 2024	1723187490	0	1912	1912	1802
Fri Aug 09 09:11:33 2024	1723187493	0	1913	1913	1910
Fri Aug 09 09:11:35 2024	1723187495	0	1913	1913	1846
Fri Aug 09 09:11:36 2024	1723187496	0	1913	1914	1870
Fri Aug 09 09:11:44 2024	1723187504	0	1914	1914	1813
Fri Aug 09 09:11:50 2024	1723187510	0	1916	1916	893
Fri Aug 09 09:11:44 2024	1723187504	0	1917	1917	1916
Fri Aug 09 09:11:40 2024	1723187500	0	1917	1917	1747
Fri Aug 09 09:11:42 2024	1723187502	0	1918	1918	1675
Fri Aug 09 09:11:30 2024	1723187490	0	1919	1919	1708
Fri Aug 09 09:11:39 2024	1723187499	0	1919	1920	1578
Fri Aug 09 09:11:47 2024	1723187507	0	1920	1921	1724
Fri Aug 09 09:11:36 2024	1723187496	1	1921	1922	1811
Fri Aug 09 09:11:38 2024	1723187498	0	1922	1923	1920
Fri Aug 09 09:11:36 2024	1723187496	0	1924	1924	1795
Fri Aug 09 09:11:42 2024	1723187502	0	1927	1927	1726
Fri Aug 09 09:11:45 2024	1723187505	0	1928	1928	1798
Fri Aug 09 09:11:42 2024	1723187502	0	1930	1930	1929
Fri Aug 09 09:11:47 2024	1723187507	0	1931	1931	1928
Fri Aug 09 09:11:34 2024	1723187494	0	1934	1934	1932
Fri Aug 09 09:11:32 2024	1723187492	0	1936	1936	1496
Fri Aug 09 09:11:48 2024	1723187508	0	1936	1936	1750
Fri Aug 09 09:11:39 2024	1723187499	0	1939	1939	1797
Fri Aug 09 09:11:30 2024	1723187490	0	1940	1940	1823
Fri Aug 09 09:11:38 2024	1723187498	0	1942	1942	1608
Fri Aug 09 09:11:29 2024	1723187489	0	1944	1944	1943
Fri Aug 09 09:11:51 2024	1723187511	0	1946	1946	1254
Fri Aug 09 09:11:33 2024	1723187493	0	1946	1946	1817
Fri Aug 09 09:11:32 2024	1723187492	0	1946	1946	1452
Fri Aug 09 09:11:51 2024	1723187511	1	1945	1947	1811
Fri Aug 09 09:11:45 2024	1723187505	0	1946	1947	1942
Fri Aug 09 09:11:33 2024	1723187493	0	1946	1947	1413
Fri Aug 09 09:11:36 2024	1723187496	0	1947	1947	1773
Fri Aug 09 09:11:48 2024	1723187508	0	1950	1951	1804
Fri Aug 09 09:11:46 2024	1723187506	0	1953	1953	1952
Fri Aug 09 09:11:33 2024	1723187493	0	1956	1956	1778
Fri Aug 09 09:11:31 2024	1723187491	0	1959	1959	1570
Fri Aug 09 09:11:38 2024	1723187498	0	1962	1962	1552
Fri Aug 09 09:11:50 2024	1723187510	0	1963	1963	1343
Fri Aug 09 09:11:33 2024	1723187493	0	1966	1966	1875
Fri Aug 09 09:11:43 2024	1723187503	0	1967	1968	1966
Fri Aug 09 09:11:42 2024	1723187502	0	1973	1974	1889
Fri Aug 09 09:11:35 2024	1723187495	0	1976	1976	1830
Fri Aug 09 09:11:45 2024	1723187505	0	1978	1979	1863
Fri Aug 09 09:11:33 2024	1723187493	1	1978	1979	1807
Fri Aug 09 09:11:35 2024	1723187495	0	1979	1979	1820
Fri Aug 09 09:11:39 2024	1723187499	0	1984	1984	1982
Fri Aug 09 09:11:48 2024	1723187508	1	1984	1985	1848
Fri Aug 09 09:11:33 2024	1723187493	0	1986	1986	722
Fri Aug 09 09:11:43 2024	1723187503	0	1994	1995	1992
Fri Aug 09 09:11:48 2024	1723187508	0	2000	2000	1820
Fri Aug 09 09:11:35 2024	1723187495	0	2003	2003	1730
Fri Aug 09 09:11:31 2024	1723187491	0	2004	2004	1575
Fri Aug 09 09:11:44 2024	1723187504	0	2006	2007	1608
Fri Aug 09 09:11:28 2024	1723187488	4	2003	2007	1819
Fri Aug 09 09:11:38 2024	1723187498	0	2010	2010	1818
Fri Aug 09 09:11:47 2024	1723187507	0	2012	2012	2011
Fri Aug 09 09:11:51 2024	1723187511	0	2012	2012	1267
Fri Aug 09 09:11:44 2024	1723187504	0	2017	2017	2015
Fri Aug 09 09:11:42 2024	1723187502	0	2018	2018	1952
Fri Aug 09 09:11:31 2024	1723187491	0	2022	2023	1562
Fri Aug 09 09:11:42 2024	1723187502	0	2022	2023	1888
Fri Aug 09 09:11:29 2024	1723187489	0	2023	2023	1868
Fri Aug 09 09:11:42 2024	1723187502	0	2024	2024	1973
Fri Aug 09 09:11:42 2024	1723187502	0	2025	2025	1983
Fri Aug 09 09:11:33 2024	1723187493	0	2029	2029	1605
Fri Aug 09 09:11:38 2024	1723187498	0	2032	2033	1804
Fri Aug 09 09:11:42 2024	1723187502	0	2035	2035	1989
Fri Aug 09 09:11:42 2024	1723187502	0	2036	2036	2018
Fri Aug 09 09:11:42 2024	1723187502	0	2044	2044	2014
Fri Aug 09 09:11:30 2024	1723187490	0	2044	2045	1676
Fri Aug 09 09:11:29 2024	1723187489	0	2044	2045	1998
Fri Aug 09 09:11:39 2024	1723187499	0	2045	2045	1886
Fri Aug 09 09:11:28 2024	1723187488	4	2049	2053	1872
Fri Aug 09 09:11:36 2024	1723187496	0	2057	2057	1809
Fri Aug 09 09:11:35 2024	1723187495	1	2057	2058	1931
Fri Aug 09 09:11:42 2024	1723187502	0	2060	2060	2046
Fri Aug 09 09:11:30 2024	1723187490	0	2063	2063	1990
Fri Aug 09 09:11:31 2024	1723187491	0	2065	2065	1330
Fri Aug 09 09:11:31 2024	1723187491	0	2068	2068	1675
Fri Aug 09 09:11:43 2024	1723187503	0	2069	2069	1939
Fri Aug 09 09:11:47 2024	1723187507	0	2076	2076	1940
Fri Aug 09 09:11:48 2024	1723187508	0	2079	2080	1609
Fri Aug 09 09:11:47 2024	1723187507	0	2082	2082	1855
Fri Aug 09 09:11:44 2024	1723187504	0	2089	2089	1922
Fri Aug 09 09:11:29 2024	1723187489	0	2090	2090	1500
Fri Aug 09 09:11:36 2024	1723187496	0	2090	2091	2041
Fri Aug 09 09:11:42 2024	1723187502	0	2098	2098	2097
Fri Aug 09 09:11:48 2024	1723187508	0	2104	2104	1900
Fri Aug 09 09:11:33 2024	1723187493	0	2113	2114	2071
Fri Aug 09 09:11:41 2024	1723187501	0	2114	2114	1858
Fri Aug 09 09:11:38 2024	1723187498	0	2115	2115	1525
Fri Aug 09 09:11:46 2024	1723187506	0	2118	2118	1687
Fri Aug 09 09:11:38 2024	1723187498	0	2124	2124	1817
Fri Aug 09 09:11:31 2024	1723187491	0	2126	2127	1730
Fri Aug 09 09:11:32 2024	1723187492	0	2130	2130	2125
Fri Aug 09 09:11:38 2024	1723187498	0	2153	2153	1417
Fri Aug 09 09:11:47 2024	1723187507	1	2166	2166	1476
Fri Aug 09 09:11:42 2024	1723187502	0	2168	2168	2166
Fri Aug 09 09:11:43 2024	1723187503	0	2169	2169	2039
Fri Aug 09 09:11:39 2024	1723187499	0	2172	2172	1688
Fri Aug 09 09:11:50 2024	1723187510	0	2174	2174	1572
Fri Aug 09 09:11:44 2024	1723187504	0	2178	2178	1773
Fri Aug 09 09:11:41 2024	1723187501	0	2179	2179	2177
Fri Aug 09 09:11:38 2024	1723187498	0	2185	2185	1279
Fri Aug 09 09:11:42 2024	1723187502	0	2186	2186	2112
Fri Aug 09 09:11:39 2024	1723187499	0	2189	2189	1621
Fri Aug 09 09:11:44 2024	1723187504	0	2191	2191	1788
Fri Aug 09 09:11:46 2024	1723187506	0	2193	2193	1729
Fri Aug 09 09:11:32 2024	1723187492	1	2194	2194	1647
Fri Aug 09 09:11:46 2024	1723187506	0	2202	2202	1893
Fri Aug 09 09:11:31 2024	1723187491	0	2204	2204	2001
Fri Aug 09 09:11:32 2024	1723187492	0	2210	2210	2147
Fri Aug 09 09:11:31 2024	1723187491	0	2211	2211	1779
Fri Aug 09 09:11:36 2024	1723187496	0	2215	2216	1960
Fri Aug 09 09:11:29 2024	1723187489	0	2220	2220	2219
Fri Aug 09 09:11:49 2024	1723187509	0	2221	2221	2018
Fri Aug 09 09:11:44 2024	1723187504	0	2238	2238	2120
Fri Aug 09 09:11:38 2024	1723187498	0	2243	2243	1463
Fri Aug 09 09:11:48 2024	1723187508	0	2243	2243	2241
Fri Aug 09 09:11:31 2024	1723187491	0	2245	2246	2243
Fri Aug 09 09:11:47 2024	1723187507	0	2249	2250	1775
Fri Aug 09 09:11:50 2024	1723187510	0	2251	2251	1594
Fri Aug 09 09:11:31 2024	1723187491	0	2251	2252	1999
Fri Aug 09 09:11:47 2024	1723187507	0	2253	2253	1734
Fri Aug 09 09:11:30 2024	1723187490	0	2254	2254	1873
Fri Aug 09 09:11:29 2024	1723187489	0	2265	2265	2148
Fri Aug 09 09:11:50 2024	1723187510	0	2269	2270	1894
Fri Aug 09 09:11:45 2024	1723187505	0	2271	2271	2267
Fri Aug 09 09:11:38 2024	1723187498	0	2272	2272	2043
Fri Aug 09 09:11:48 2024	1723187508	0	2273	2273	2210
Fri Aug 09 09:11:46 2024	1723187506	0	2277	2277	1618
Fri Aug 09 09:11:47 2024	1723187507	0	2286	2286	1980
Fri Aug 09 09:11:35 2024	1723187495	0	2287	2287	2112
Fri Aug 09 09:11:44 2024	1723187504	0	2296	2296	2293
Fri Aug 09 09:11:44 2024	1723187504	1	2298	2299	2224
Fri Aug 09 09:11:50 2024	1723187510	0	2302	2302	2287
Fri Aug 09 09:11:32 2024	1723187492	0	2302	2302	1300
Fri Aug 09 09:11:44 2024	1723187504	0	2302	2302	1944
Fri Aug 09 09:11:29 2024	1723187489	0	2302	2302	2169
Fri Aug 09 09:11:29 2024	1723187489	0	2311	2311	2309
Fri Aug 09 09:11:43 2024	1723187503	0	2314	2314	1992
Fri Aug 09 09:11:31 2024	1723187491	0	2316	2316	1626
Fri Aug 09 09:11:44 2024	1723187504	0	2322	2322	1985
Fri Aug 09 09:11:36 2024	1723187496	0	2326	2326	2304
Fri Aug 09 09:11:41 2024	1723187501	0	2328	2329	2197
Fri Aug 09 09:11:45 2024	1723187505	0	2330	2330	2326
Fri Aug 09 09:11:47 2024	1723187507	0	2333	2333	2182
Fri Aug 09 09:11:32 2024	1723187492	1	2333	2333	1305
Fri Aug 09 09:11:34 2024	1723187494	0	2336	2336	1348
Fri Aug 09 09:11:28 2024	1723187488	3	2338	2341	2115
Fri Aug 09 09:11:48 2024	1723187508	0	2349	2349	1750
Fri Aug 09 09:11:48 2024	1723187508	0	2357	2357	1904
Fri Aug 09 09:11:42 2024	1723187502	0	2358	2358	2160
Fri Aug 09 09:11:36 2024	1723187496	0	2367	2367	2221
Fri Aug 09 09:11:38 2024	1723187498	0	2370	2370	1170
Fri Aug 09 09:11:39 2024	1723187499	0	2373	2373	2028
Fri Aug 09 09:11:45 2024	1723187505	0	2379	2380	2231
Fri Aug 09 09:11:43 2024	1723187503	0	2382	2382	1733
Fri Aug 09 09:11:44 2024	1723187504	0	2385	2385	2165
Fri Aug 09 09:11:43 2024	1723187503	0	2392	2392	1876
Fri Aug 09 09:11:31 2024	1723187491	0	2397	2398	1542
Fri Aug 09 09:11:39 2024	1723187499	0	2399	2399	2398
Fri Aug 09 09:11:43 2024	1723187503	0	2404	2404	2131
Fri Aug 09 09:11:41 2024	1723187501	0	2414	2414	2234
Fri Aug 09 09:11:49 2024	1723187509	0	2417	2417	1694
Fri Aug 09 09:11:41 2024	1723187501	0	2421	2421	2356
Fri Aug 09 09:11:45 2024	1723187505	0	2422	2422	2126
Fri Aug 09 09:11:30 2024	1723187490	0	2423	2423	1808
Fri Aug 09 09:11:32 2024	1723187492	0	2424	2424	2359
Fri Aug 09 09:11:47 2024	1723187507	1	2429	2430	2080
Fri Aug 09 09:11:39 2024	1723187499	0	2434	2434	2005
Fri Aug 09 09:11:39 2024	1723187499	1	2444	2445	1984
Fri Aug 09 09:11:48 2024	1723187508	0	2446	2446	2222
Fri Aug 09 09:11:39 2024	1723187499	1	2447	2447	1652
Fri Aug 09 09:11:39 2024	1723187499	1	2447	2448	2008
Fri Aug 09 09:11:39 2024	1723187499	0	2452	2452	2042
Fri Aug 09 09:11:49 2024	1723187509	2	2450	2452	1854
Fri Aug 09 09:11:43 2024	1723187503	0	2458	2458	2079
Fri Aug 09 09:11:49 2024	1723187509	0	2458	2459	1892
Fri Aug 09 09:11:49 2024	1723187509	0	2470	2470	2303
Fri Aug 09 09:11:50 2024	1723187510	0	2471	2471	1808
Fri Aug 09 09:11:44 2024	1723187504	0	2475	2475	2357
Fri Aug 09 09:11:47 2024	1723187507	0	2476	2477	2294
Fri Aug 09 09:11:46 2024	1723187506	0	2478	2478	2477
Fri Aug 09 09:11:38 2024	1723187498	0	2494	2495	2188
Fri Aug 09 09:11:38 2024	1723187498	0	2500	2501	1303
Fri Aug 09 09:11:29 2024	1723187489	0	2511	2512	2326
Fri Aug 09 09:11:38 2024	1723187498	0	2533	2534	2111
Fri Aug 09 09:11:28 2024	1723187488	4	2532	2537	2469
Fri Aug 09 09:11:44 2024	1723187504	0	2541	2542	2394
Fri Aug 09 09:11:43 2024	1723187503	0	2547	2547	2140
Fri Aug 09 09:11:44 2024	1723187504	0	2578	2578	2577
Fri Aug 09 09:11:45 2024	1723187505	0	2607	2607	2486
Fri Aug 09 09:11:43 2024	1723187503	0	2624	2625	2505
Fri Aug 09 09:11:32 2024	1723187492	0	2657	2657	1244
Fri Aug 09 09:11:43 2024	1723187503	0	2704	2705	2635
Fri Aug 09 09:11:43 2024	1723187503	0	2711	2711	2478
Fri Aug 09 09:11:44 2024	1723187504	0	2720	2721	2393
Fri Aug 09 09:11:39 2024	1723187499	0	2731	2731	2593
Fri Aug 09 09:11:38 2024	1723187498	0	2748	2748	2248
Fri Aug 09 09:11:32 2024	1723187492	0	2767	2767	2640
Fri Aug 09 09:11:37 2024	1723187497	0	2836	2836	2395
Fri Aug 09 09:11:47 2024	1723187507	0	2867	2867	2387
Fri Aug 09 09:11:32 2024	1723187492	0	2868	2868	2124
Fri Aug 09 09:11:32 2024	1723187492	0	2890	2890	2888
Fri Aug 09 09:11:32 2024	1723187492	0	2948	2948	2199
Fri Aug 09 09:11:33 2024	1723187493	0	2974	2974	2925
Fri Aug 09 09:11:39 2024	1723187499	0	3021	3022	2621
Fri Aug 09 09:11:33 2024	1723187493	0	3114	3114	3063
Fri Aug 09 09:11:32 2024	1723187492	0	3168	3168	2827
Fri Aug 09 09:11:33 2024	1723187493	0	3228	3228	1859
Fri Aug 09 09:11:31 2024	1723187491	0	3584	3584	3247
Fri Aug 09 09:11:32 2024	1723187492	0	3657	3657	3623
